_id,singkat,hasil
5662,thanks,terima kasih
5663,thankz,terima kasih
5664,thd,terhadap
5665,thn,tahun
5666,thx,terima kasih
5667,tilang,bukti pelanggaran
5668,tipi,TV
5669,tipiwan,TvOne
5670,tkg,tukang
5671,tks,terima kasih
5672,tll,terlalu
5673,tlp,telepon
5674,tlpn,telepon
5675,tls,tulis
5676,tman,teman
5677,tmbah,tambah
5678,tmbh,tambah
5679,tmen2,teman-teman
5680,tmn2,teman-teman
5681,tmpah,tumpah
5682,tmph,tumpah
5683,tmpt,tempat
5684,tnda,tanda
5685,tngu,tunggu
5686,tnh,tanah
5687,tnyta,ternyata
5688,togel,toto gelap
5689,tokai,tai
5690,tokai,tai
5691,toserba,toko serba ada
5692,tp,tapi
5693,tpi,tapi
5694,tq,terima kasih
5695,trdhulu,terdahulu
5696,trgntg,tergantung
5697,trima,terima kasih
5698,trims,terima kasih
5699,trimz,terima kasih
5700,trm,terima
5701,trnyt,ternyata
5702,trs,terus
5703,trus,terus
5704,trutama,terutama
5705,trz,terus
5706,ts,penulis
5707,tsb,tersebut
5708,tst,tahu sama tahu
5709,ttd,tertanda
5710,ttg,tentang
5711,ttp,tetap
5712,tuch,tuh
5713,tuh,itu
5714,tuir,tua
5715,tuwh,tuh
5716,tw,tahu
5717,tyap,tiap
5718,u,kamu
5719,u/,untuk
5720,ud,sudah
5721,uda,sudah
5722,udah,sudah
5723,udh,sudah
5724,ujg,ujung
5725,ujung2nya,ujung-ujungnya
5726,ul,ulangan
5727,ultah,ulang tahun
5728,unyu,lucu
5729,unyu,menggemaskan
5730,uplot,unggah
5731,uppu,apa
5732,urang,saya
5733,urg,saya
5734,usah,perlu
5735,utang,hutang
5736,utk,untuk
5737,utul,ujian tertulis
5738,valas,valuta asing
5739,vol,volume
5740,w/,dengan
5741,wad,buat
5742,wadir,wakil direktur
5743,wagub,wakil gubernur
5744,wamil,wajib militer
5745,waria,wanita pria
5746,warkop,warung kopi
5747,warnet,warung internet
5748,warteg,warung tegal
5749,wartel,warung telekomunikasi
5750,wat,buat
5751,wk,tertawa
5752,wkt,waktu
5753,wkwk,tertawa
5754,wtf,what the fuck
5755,wth,what the hell
5756,xixixi,tertawa
5757,y,kenapa
5758,ya,iya
5759,yad,yang akan datang
5760,yap,iya
5761,yapz,iya
5762,yaudah,ya sudah
5763,yauwda,ya sudah
5764,yawdah,ya sudah
5765,ybs,yang bersangkutan
5766,yg,yang
5767,yi,yaitu
5768,yl,yang lain
5769,yng,yang
5770,yo,iya
5771,yoha,iya
5772,yowes,ya sudah
5773,yuk,ayo
5774,yup,iya
5775,ywdh,ya sudah
5776,cb,coba
5777,plh,pilih
5778,y,ya
5779,slalu,selalu
5780,munfik,munafik
5781,ahiok,ahok
5782,reklamuk,reklamasi
5783,victory,menang
5784,sma,sama
5785,kmrm,kemeramen
5786,kmrn,kemarin
5787,kowe,kamu
5788,tren,trend
5789,smg,semoga
5790,ngehe,kesal
5791,humoris,lucu
5792,jadiin,jadi
5793,mb,mbak
5794,mz,mas
5795,komun,komunitas
5796,analisise,analisis
5797,stop,henti
5798,sadaar,sadar
5799,manen,panen
5800,sept,september
5801,nyaingin,saing
5802,nmenarik,menarik
5803,war,perang
5804,pake,pakai
5805,janjinyaa,janji
5806,zonk,bodoh
5807,fitnag,fitnah
5808,rights,benar
5809,gub,gubernur
5810,simiskin,miskin
5811,gantengbs,ganteng
5812,ngumpet,sembunyi
5813,bedakin,bedak
5814,hardcore,keras
5815,anjay,anjing
5816,akhirx,akhirnya
5817,prototype,contoh
5818,solve,solusi
5819,rja,raja
5820,watuk,batuk
5821,nyang,yang
5822,ngebully,intimidasi
5823,hurts,pedih
5824,masy,masyarakat
5825,utip,kutip
5826,still,masih
5827,mndukung,mendukung
5828,tauk,tahu
5829,pulgar,kasar
5830,mbual,membual
5831,manggil,panggil
5832,tioghoa,tionghoa
5833,rkyt,rakyat
5834,ngentotin,senggama
5835,ngentot,senggama
5836,kentot,senggama
5837,toys,main
5838,faktakta,fakta
5839,nyemot,ambil
5840,sohib,teman
5841,ego,emosi
5842,rubahnn,rubah
5843,mbaur,baur
5844,trlalu,terlalu
5845,governor,gubernur
5846,nyela,cela
5847,heter,pembenci
5848,heters,pembenci
5849,insom,insomnia
5850,nyembah,sembah
5851,slama,selama
5852,most,paling
5853,modar,mati
5854,ikon,lambang
5855,buangbuang,buang
5856,light,terang
5857,amerik,amarika
5858,pndukung,pendukung
5859,mbabibuta,ceroboh
5860,setting,atur
5861,emank,memang
5862,seting,akting
5863,maybe,mungkin
5864,next,lanjut
5865,sebelom,sebelum
5866,waspadalah,waspada
5867,our,kami
5868,bokep,porno
5869,cayalah,percaya
5870,gantengsaya,ganteng
5871,bajir,banjir
5872,parte,partai
5873,nyalahin,salah
5874,nyerang,serang
5875,dzolim,zalim
5876,nipu,tipu
5877,mnipu,tipu
5878,ktipu,tipu
5879,valid,sah
5880,jentelmen,berani
5881,buzzerbuzzer,buzzer
5882,buangbuang,buang
5883,tsk,tersangka
5884,tsangka,tersangka
5885,dungu,bodoh
5886,lemot,lambat
5887,capek,lelah
5888,kurng,kurang
5889,bajir,banjir
5890,ista,nista
5891,istaa,nista
5892,less,kurang
5893,bebal,bodoh
5894,koar,teriak
5895,muna,munafik
5896,lelet,lambat
5897,naas,nahas
5898,paranoid,takut
5899,parno,takut
5900,problem,masalah
5901,puyeng,pusing
5902,songong,sombong
5903,taik,kotoran
5904,tahi,kotoran
5905,tai,kotoran
5906,tirani,tiran
5907,pls,tolong
5908,tilep,tilap
5909,accord,sesuai
5910,happy,bahagia
5911,irit,hemat
5912,tak,tidak
5913,semau,asal
5914,mbual,bual
5915,mantabss bagus,
5916,penertiban,tertib
5917,orange,oranye
5918,uasai,kuasa
5919,vote,pilih
5920,mnolak,tolak
5921,menolak,tolak
5922,trending,trend
5923,presh,segar
5924,taik,tahi
5925,serasiii,serasi
5926,wkwkkw,tertawa
5927,soft,halus
5928,setting,atur
5929,angis,nangis
5930,ahokncc,ahok
5931,almaidahyg,almaidah
5932,istaa,nista
5933,benarjujur,benar
5934,benarjujur,jujur
5935,sayan,sayang
5936,mgkin,mungkin
5937,&,dan
5938,+,tambah
5939,/,atau
5940,=,sama dengan
5941,ababil,anak ingusan
5942,abal2,palsu
5943,abal,palsu
5944,ad,ada
5945,akooh,aku
5946,alay,norak
5947,albm,album
5948,ampe,sampai
5949,anjir,waw
5950,anyway,ngomong-ngomong
5951,aq,aku
5952,asap,secepatnya
5953,ato,atau
5954,atw,atau
5955,ava,foto profil
5956,baget,keras kepala
5957,baper,bawa perasaan
5958,bapuk,rusak
5959,bcr,bicara
5960,bebeb,pacar
5961,begin,awal
5962,bejibun,bertumpuk banyak
5963,bener,benar
5964,ber2,berdua
5965,ber3,bertiga
5966,better,lebih baik
5967,bf,pacar
5968,bgt,banget
5969,bhas,bahas
5970,bhg,bahagia
5971,bikin,buat
5972,binggo,banget
5973,bingit,banget
5974,bklan,bakalan
5975,bkn,bukan
5976,blg,bilang
5977,bnr,benar
5978,bnyk,banyak
5979,br,baru
5980,brb,akan segera kembali
5981,brjaya,berjaya
5982,bs,bisa
5983,bsk,besok
5984,btw,ngomong-ngomong
5985,cm,cuma
5986,cmiiw,koreksi saya
5987,cnt,cinta
5988,congrats,selamat
5989,crop,potong
5990,cya,sampai jumpa lagi
5991,d,di
5992,da,ada
5993,dafuk,kurang ajar
5994,damat,tidak peduli
5995,dempa,demi apa
5996,dgn,dengan
5997,dkt,dekat
5998,dlm,dalam
5999,dlu,dulu
6000,dmn,dimana
6001,dpt,dapat
6002,dr,dari
6003,drpd,daripada
6004,dsna,disana
6005,dugem,dunia gemerlap
6006,elo,kamu
6007,elu,kamu
6008,emg,memang
6009,epsd,episode
6010,fake,falsu
6011,fans,penggemar
6012,fans,penggemar
6013,faq,pertanyaan umum
6014,fham,paham
6015,fhm,paham
6016,fix,pasti
6017,ft,foto
6018,fyi,asal tahu saja
6019,g,tidak
6020,ga,tidak
6021,gaada,tidak ada
6022,gabut,gaji buta
6023,gada,tidak ada
6024,gajebo,tidak jelas
6025,gak,tidak
6026,galau,bimbang
6027,garing,hambar
6028,gatau,tidak tahu
6029,geje,tidak jelas
6030,gengges,ganggu
6031,gf,pacar
6032,ggl,gagal
6033,gk,tidak
6034,gmn,bagaimana
6035,gmpng,gampang
6036,gogon,go internasional
6037,gokil,gila
6038,gpp,tidak apa-apa
6039,grammar,tata bahasa
6040,gt,gitu
6041,gue,aku
6042,gw,aku
6043,gw,aku
6044,hacep,pesta pora
6045,hater,pembenci
6046,haters,pembenci
6047,hdp,hidup
6048,hdr,hadir
6049,hit,terpopuler
6050,hits,terkini
6051,hoax,palsu
6052,ig,instagram
6053,indo,indonesia
6054,iow,dengan kata lain
6055,ipon,iphone
6056,jd,jadi
6057,jdi,jadi
6058,jdnya,jadinya
6059,jg,juga
6060,jgan,jangan
6061,jgn,jangan
6062,jl,jalan
6063,jln,jalan
6064,jls,jelas
6065,jutek,galak
6066,kamseupay,kampungan
6067,karn,karena
6068,kbr,kabar
6069,kca,kaca
6070,keknya,kayaknya
6071,keles,kali
6072,keleus,kali
6073,kepo,penasaran
6074,kgk,kagak
6075,kicep,diam
6076,kipak,bohong
6077,kk,kakak
6078,kl,kalau
6079,klo,kalau
6080,klon,duplikat
6081,klrg,keluarga
6082,klu,kalau
6083,km,kamu
6084,kmn,kemana
6085,kmrn,kemarin
6086,kn,kan
6087,knp,kenapa
6088,kongkow,kumpul-kumpul
6089,kpd,kepada
6090,kpn,kapan
6091,krn,karena
6092,krna,karena
6093,ktny,katanya
6094,kumkeb,kumpul kebo
6095,kyk,kayak
6096,kzl,kesal
6097,lebay,berlebihan
6098,lebeh,berlebihan
6099,lg,lagi
6100,lgs,langsung
6101,liat,lihat
6102,lnjut,lanjut
6103,lo,kamu
6104,lol,tertawa
6105,love,cinta
6106,lwt,lewat
6107,maaci,terima kasih
6108,mabok,mabuk
6109,mager,malas gerak
6110,maharani,mahal
6111,maho,homoseksual
6112,mainstream,sangat umum
6113,males,malas
6114,mcm,macam
6115,mehong,mahal
6116,meneketehe,tidak tahu
6117,menel,centil
6118,mgkn,mungkin
6119,mimin,admin
6120,minn,admin
6121,mkn,makan
6122,mksd,maksud
6123,mlm,malam
6124,mlm,malam
6125,mls,malas
6126,mmg,memang
6127,modus,maksud lain
6128,mrk,mereka
6129,mrka,mereka
6130,much,lebih
6131,mure,murah
6132,mw,mau
6133,n,dan
6134,ngeh,paham
6135,ngeuh,paham
6136,nggak,tidak
6137,nggu,menunggu
6138,ngk,tidak
6139,nic,penggemar agnezmo
6140,nice,bagus
6141,nicong,penggemar agnezmo
6142,nmr,nomor
6143,nongkrong,kumpul-kumpul
6144,ntn,nonton
6145,nyungsep,jatuh
6146,official,resmi
6147,olh,oleh
6148,or,atau
6149,org,orang
6150,pa,apa
6151,pake,pakai
6152,palbis,paling bisa
6153,pcr,pacar
6154,pcran,pacaran
6155,pd,pada
6156,pdhal,padahal
6157,peres,palsu
6158,pg,pagi
6159,pgg,pegang
6160,php,pemberi harapan palsu
6161,pk,pakai
6162,plg,pulang
6163,pls,tolong
6164,pnh,pernah
6165,pntg,penting
6166,pny,punya
6167,prasmul,perasaan saja
6168,prcya,percaya
6169,prnh,pernah
6170,pst,pesat
6171,recokin,ganggu
6172,rempong,repot
6173,ri,republik indonesia
6174,rotfl,tertawa
6175,sabeb,bebas
6176,schedule,jadwal
6177,sdh,sudah
6178,sdh,sudah
6179,selow,santai
6180,sgt,sangat
6181,sgt,sangat
6182,sgtu,segitu
6183,sgtuny,segitunya
6184,sh,masih
6185,sjjurny,sejujurnya
6186,skali,sekali
6187,skrg,sekarang
6188,slh,salah
6189,sll,selalu
6190,sm,sama
6191,smg,semoga
6192,smga,semoga
6193,smw,semua
6194,smwnya,semuanya
6195,stage,panggung
6196,stj,setuju
6197,stuju,setuju
6198,sy,saya
6199,sya,saya
6200,syg,sayang
6201,td,tadi
6202,tdk,tidak
6203,tengsin,malu
6204,thn,tahun
6205,tik,cantik
6206,tkt,takut
6207,tp,tapi
6208,tpii,tapi
6209,trs,terus
6210,trus,terus
6211,ttg,tentang
6212,ttp,tetap
6213,tw,tau
6214,typo,salah tulis
6215,u,you
6216,unyu,menggemaskan
6217,with,dengan
6218,woles,santai
6219,wtf,apa-apaan
6220,x,kali
6221,y,ya
6222,yg,yang
6223,ingfokan,infokan
6224,sapi,savi
6225,sapii,savi
6226,sapiii,savi
